group_id,call_index,global_step,uid,data_source,n_rollouts,correct_count,all_wrong,all_correct,mixed,group_success_rate,cost_all_mean,cost_correct_mean,cost_correct_min,cost_correct_max,cost_gap_correct,queries_all_mean,turns_all_mean,tokens_all_mean,is_active_efficiency,keep_GAP,keep_E1_lambda0.05,is_E1_only,is_GAP_only,in_intersection,cohort
204:103880,204,91,103880,hotpotqa,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,2.0,2.875,1311.25,False,True,True,False,False,True,GAP_displaced
204:58098,204,91,58098,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2197.125,False,True,True,False,False,True,GAP_displaced
208:118485,208,92,118485,hotpotqa,8,8,False,True,False,1.0,2.625,2.625,2.0,3.0,1.0,3.625,3.625,2190.375,True,False,True,True,False,False,E1_added
209:29454,209,92,29454,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,3.0,2.0,2.25,2.25,1604.375,True,False,True,True,False,False,E1_added
211:1917,211,92,1917,nq,8,8,False,True,False,1.0,5.5,5.5,2.0,6.0,4.0,10.5,6.5,4818.125,True,False,True,True,False,False,E1_added
213:68136,213,92,68136,nq,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1445.5,True,False,True,True,False,False,E1_added
214:116915,214,93,116915,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,2.5,2.5,1556.5,True,False,True,True,False,False,E1_added
214:135052,214,93,135052,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,5.5,2.5,3005.0,True,False,True,True,False,False,E1_added
215:103649,215,93,103649,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1424.875,True,False,True,True,False,False,E1_added
215:106619,215,93,106619,hotpotqa,8,8,False,True,False,1.0,3.5,3.5,3.0,4.0,1.0,3.5,4.5,2142.875,True,False,True,True,False,False,E1_added
216:157166,216,93,157166,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,3.125,3.125,1899.0,True,False,True,True,False,False,E1_added
221:67744,221,93,67744,nq,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1930.0,True,False,True,True,False,False,E1_added
221:9824,221,93,9824,nq,8,8,False,True,False,1.0,3.75,3.75,2.0,4.0,2.0,3.75,4.75,2442.125,True,False,True,True,False,False,E1_added
221:45752,221,93,45752,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1222.625,True,False,True,True,False,False,E1_added
222:164440,222,93,164440,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1696.25,True,False,True,True,False,False,E1_added
225:16966,225,94,16966,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,3.0,2.0,1.25,2.25,897.875,True,False,True,True,False,False,E1_added
227:93681,227,94,93681,hotpotqa,8,8,False,True,False,1.0,3.375,3.375,3.0,4.0,1.0,3.375,4.375,2416.125,True,False,True,True,False,False,E1_added
227:112922,227,94,112922,hotpotqa,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,2.875,3.875,1821.75,True,False,True,True,False,False,E1_added
228:139533,228,94,139533,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1269.5,True,False,True,True,False,False,E1_added
228:129561,228,94,129561,hotpotqa,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1431.5,True,False,True,True,False,False,E1_added
232:131238,232,94,131238,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1485.0,True,False,True,True,False,False,E1_added
233:28050,233,94,28050,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.125,2.0,1049.875,False,True,True,False,False,True,GAP_displaced
233:148027,233,94,148027,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1220.625,False,True,True,False,False,True,GAP_displaced
233:12953,233,94,12953,nq,8,6,False,False,True,0.75,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1176.25,False,True,True,False,False,True,GAP_displaced
235:169126,235,95,169126,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,1767.125,True,False,True,True,False,False,E1_added
237:6091,237,95,6091,nq,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.875,2.625,1824.75,True,False,True,True,False,False,E1_added
237:76935,237,95,76935,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1272.25,True,False,True,True,False,False,E1_added
238:131277,238,95,131277,hotpotqa,8,8,False,True,False,1.0,2.625,2.625,2.0,3.0,1.0,2.625,3.625,1656.125,True,False,True,True,False,False,E1_added
239:126567,239,95,126567,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1289.75,True,False,True,True,False,False,E1_added
239:127781,239,95,127781,hotpotqa,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1767.0,True,False,True,True,False,False,E1_added
240:153832,240,95,153832,hotpotqa,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1889.75,True,False,True,True,False,False,E1_added
241:94600,241,95,94600,hotpotqa,8,8,False,True,False,1.0,2.375,2.375,2.0,3.0,1.0,2.375,3.375,1728.125,True,False,True,True,False,False,E1_added
241:99015,241,95,99015,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1239.75,False,True,True,False,False,True,GAP_displaced
241:7720,241,95,7720,nq,8,6,False,False,True,0.75,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1750.0,False,True,True,False,False,True,GAP_displaced
243:75334,243,96,75334,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1224.0,True,False,True,True,False,False,E1_added
244:71094,244,96,71094,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1167.0,True,False,True,True,False,False,E1_added
244:160549,244,96,160549,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1552.375,True,False,True,True,False,False,E1_added
244:81223,244,96,81223,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1524.625,True,False,True,True,False,False,E1_added
246:151512,246,96,151512,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1297.375,True,False,True,True,False,False,E1_added
247:88007,247,96,88007,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,928.875,True,False,True,True,False,False,E1_added
247:60312,247,96,60312,nq,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1544.0,True,False,True,True,False,False,E1_added
250:27786,250,96,27786,nq,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1764.75,False,True,True,False,False,True,GAP_displaced
250:66123,250,96,66123,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1203.5,False,True,True,False,False,True,GAP_displaced
250:156941,250,96,156941,hotpotqa,8,4,False,False,True,0.5,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1249.0,False,True,True,False,False,True,GAP_displaced
253:34166,253,97,34166,nq,8,8,False,True,False,1.0,2.375,2.375,2.0,3.0,1.0,2.375,3.375,1550.625,True,False,True,True,False,False,E1_added
257:62967,257,97,62967,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1023.0,True,False,True,True,False,False,E1_added
259:46162,259,97,46162,nq,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,3.875,3.875,2668.75,True,False,True,True,False,False,E1_added
259:83820,259,97,83820,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1872.0,True,False,True,True,False,False,E1_added
260:28437,260,97,28437,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,1.25,2.25,935.375,True,False,True,True,False,False,E1_added
261:150481,261,98,150481,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.75,2.875,1594.625,True,False,True,True,False,False,E1_added
262:74347,262,98,74347,nq,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,4.75,3.75,3149.25,True,False,True,True,False,False,E1_added
263:31161,263,98,31161,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.375,2.125,1006.125,True,False,True,True,False,False,E1_added
264:132009,264,98,132009,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.0,2.125,1535.0,True,False,True,True,False,False,E1_added
264:139653,264,98,139653,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,1.625,2.625,1109.25,True,False,True,True,False,False,E1_added
264:90870,264,98,90870,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.625,2.625,1699.75,True,False,True,True,False,False,E1_added
265:138045,265,98,138045,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.625,2.625,1631.75,True,False,True,True,False,False,E1_added
267:131175,267,98,131175,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,3.0,2.0,2.75,2.75,1680.5,True,False,True,True,False,False,E1_added
267:152611,267,98,152611,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1408.375,True,False,True,True,False,False,E1_added
268:44421,268,98,44421,nq,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,1.625,2.625,1029.75,True,False,True,True,False,False,E1_added
270:119726,270,98,119726,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1871.75,False,True,True,False,False,True,GAP_displaced
270:137698,270,98,137698,hotpotqa,8,2,False,False,True,0.25,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1505.125,False,True,True,False,False,True,GAP_displaced
270:158998,270,98,158998,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1340.75,False,True,True,False,False,True,GAP_displaced
270:103236,270,98,103236,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1249.0,False,True,True,False,False,True,GAP_displaced
271:155993,271,99,155993,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1296.25,True,False,True,True,False,False,E1_added
273:102697,273,99,102697,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1682.875,True,False,True,True,False,False,E1_added
273:80425,273,99,80425,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1704.0,True,False,True,True,False,False,E1_added
274:1672,274,99,1672,nq,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1806.875,True,False,True,True,False,False,E1_added
278:82186,278,99,82186,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1413.125,True,False,True,True,False,False,E1_added
281:75925,281,99,75925,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,3.5,2.5,2277.125,True,False,True,True,False,False,E1_added
281:162342,281,99,162342,hotpotqa,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,2.875,2.875,1744.0,False,True,True,False,False,True,GAP_displaced
281:86548,281,99,86548,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1255.5,False,True,True,False,False,True,GAP_displaced
282:110899,282,100,110899,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,1.375,2.375,1006.5,True,False,True,True,False,False,E1_added
283:133161,283,100,133161,hotpotqa,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1736.5,True,False,True,True,False,False,E1_added
293:30693,293,100,30693,nq,8,2,False,False,True,0.25,1.75,1.0,1.0,1.0,0.0,1.75,2.75,1139.75,False,True,True,False,False,True,GAP_displaced
295:97084,295,101,97084,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1662.0,True,False,True,True,False,False,E1_added
298:38959,298,101,38959,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,982.5,True,False,True,True,False,False,E1_added
300:81151,300,101,81151,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1595.0,True,False,True,True,False,False,E1_added
301:104043,301,101,104043,hotpotqa,8,1,False,False,True,0.125,1.875,1.0,1.0,1.0,0.0,2.0,2.875,1351.875,False,True,True,False,False,True,GAP_displaced
301:17103,301,101,17103,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1339.0,False,True,True,False,False,True,GAP_displaced
301:168655,301,101,168655,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,6.25,3.0,3498.125,False,True,True,False,False,True,GAP_displaced
302:83223,302,102,83223,hotpotqa,8,8,False,True,False,1.0,2.25,2.25,2.0,3.0,1.0,2.25,3.25,1453.25,True,False,True,True,False,False,E1_added
303:152248,303,102,152248,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,1874.25,True,False,True,True,False,False,E1_added
305:107421,305,102,107421,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1745.75,True,False,True,True,False,False,E1_added
306:121677,306,102,121677,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1404.375,True,False,True,True,False,False,E1_added
309:147823,309,102,147823,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1403.25,True,False,True,True,False,False,E1_added
311:108773,311,102,108773,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1393.25,True,False,True,True,False,False,E1_added
313:158644,313,103,158644,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.625,2.625,1648.5,True,False,True,True,False,False,E1_added
320:91323,320,103,91323,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1173.125,True,False,True,True,False,False,E1_added
321:15578,321,103,15578,nq,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,1.875,2.875,1192.375,True,False,True,True,False,False,E1_added
321:37475,321,103,37475,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1291.125,False,True,True,False,False,True,GAP_displaced
325:159980,325,104,159980,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,979.375,True,False,True,True,False,False,E1_added
325:154782,325,104,154782,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.625,2.625,1724.0,True,False,True,True,False,False,E1_added
325:132473,325,104,132473,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,1.875,2.875,1238.875,True,False,True,True,False,False,E1_added
326:154821,326,104,154821,hotpotqa,8,8,False,True,False,1.0,2.25,2.25,2.0,3.0,1.0,2.25,3.25,1621.75,True,False,True,True,False,False,E1_added
326:92978,326,104,92978,hotpotqa,8,8,False,True,False,1.0,3.75,3.75,3.0,4.0,1.0,4.75,4.75,2839.5,True,False,True,True,False,False,E1_added
331:123179,331,104,123179,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1352.75,True,False,True,True,False,False,E1_added
332:27569,332,104,27569,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1118.25,True,False,True,True,False,False,E1_added
333:54935,333,105,54935,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1801.0,True,False,True,True,False,False,E1_added
333:65082,333,105,65082,nq,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1555.75,True,False,True,True,False,False,E1_added
334:116829,334,105,116829,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1378.75,True,False,True,True,False,False,E1_added
338:121478,338,105,121478,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,1.375,2.375,884.25,True,False,True,True,False,False,E1_added
340:143644,340,105,143644,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,1.25,2.25,813.5,True,False,True,True,False,False,E1_added
343:84672,343,105,84672,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,1.0,2.0,748.625,False,True,True,False,False,True,GAP_displaced
346:48117,346,106,48117,nq,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,1.875,2.875,1232.25,True,False,True,True,False,False,E1_added
348:47799,348,106,47799,nq,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1481.0,True,False,True,True,False,False,E1_added
348:111059,348,106,111059,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,3.375,2.125,1922.25,True,False,True,True,False,False,E1_added
349:125708,349,106,125708,hotpotqa,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,3.875,3.875,2501.0,True,False,True,True,False,False,E1_added
349:99563,349,106,99563,hotpotqa,8,8,False,True,False,1.0,3.875,3.875,3.0,4.0,1.0,3.875,4.875,2347.875,True,False,True,True,False,False,E1_added
351:136536,351,106,136536,hotpotqa,8,8,False,True,False,1.0,2.375,2.375,2.0,3.0,1.0,2.375,3.375,1825.0,True,False,True,True,False,False,E1_added
352:148056,352,106,148056,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1220.0,False,True,True,False,False,True,GAP_displaced
354:68235,354,107,68235,nq,8,8,False,True,False,1.0,2.625,2.625,2.0,4.0,2.0,2.625,3.625,1857.75,True,False,True,True,False,False,E1_added
354:94337,354,107,94337,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.625,2.75,1772.75,True,False,True,True,False,False,E1_added
359:146349,359,107,146349,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1715.0,True,False,True,True,False,False,E1_added
364:63657,364,108,63657,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,873.875,True,False,True,True,False,False,E1_added
365:159329,365,108,159329,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1056.25,True,False,True,True,False,False,E1_added
369:2496,369,108,2496,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,868.875,True,False,True,True,False,False,E1_added
370:92868,370,108,92868,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1407.875,True,False,True,True,False,False,E1_added
373:110164,373,108,110164,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,2145.75,True,False,True,True,False,False,E1_added
373:154685,373,108,154685,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1366.25,False,True,True,False,False,True,GAP_displaced
375:100841,375,109,100841,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,912.25,True,False,True,True,False,False,E1_added
379:149138,379,109,149138,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.0,2.125,1254.75,True,False,True,True,False,False,E1_added
380:80549,380,109,80549,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1177.5,True,False,True,True,False,False,E1_added
380:17342,380,109,17342,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1503.75,True,False,True,True,False,False,E1_added
382:122970,382,109,122970,hotpotqa,8,2,False,False,True,0.25,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1354.75,False,True,True,False,False,True,GAP_displaced
384:108668,384,110,108668,hotpotqa,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,3.875,3.875,2488.125,True,False,True,True,False,False,E1_added
388:145512,388,110,145512,hotpotqa,8,8,False,True,False,1.0,2.25,2.25,2.0,3.0,1.0,3.25,3.25,2367.625,True,False,True,True,False,False,E1_added
392:154664,392,110,154664,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1860.125,True,False,True,True,False,False,E1_added
395:122188,395,110,122188,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1241.5,False,True,True,False,False,True,GAP_displaced
395:148385,395,110,148385,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1264.0,False,True,True,False,False,True,GAP_displaced
398:102949,398,111,102949,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,912.0,True,False,True,True,False,False,E1_added
399:134098,399,111,134098,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.625,2.625,1748.125,True,False,True,True,False,False,E1_added
404:95684,404,111,95684,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1463.25,True,False,True,True,False,False,E1_added
404:5520,404,111,5520,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,976.5,True,False,True,True,False,False,E1_added
410:52661,410,112,52661,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1424.75,True,False,True,True,False,False,E1_added
410:88199,410,112,88199,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.0,2.375,1278.5,True,False,True,True,False,False,E1_added
415:14639,415,112,14639,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1203.5,False,True,True,False,False,True,GAP_displaced
415:10362,415,112,10362,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1674.25,False,True,True,False,False,True,GAP_displaced
417:4424,417,113,4424,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1274.0,True,False,True,True,False,False,E1_added
420:84266,420,113,84266,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,1.375,2.375,946.875,True,False,True,True,False,False,E1_added
421:143709,421,113,143709,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.0,2.625,1247.375,True,False,True,True,False,False,E1_added
423:39535,423,113,39535,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1252.5,False,True,True,False,False,True,GAP_displaced
423:27502,423,113,27502,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1291.375,False,True,True,False,False,True,GAP_displaced
426:40006,426,114,40006,nq,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,1.625,2.625,1069.5,True,False,True,True,False,False,E1_added
431:72621,431,114,72621,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1286.5,True,False,True,True,False,False,E1_added
432:70942,432,114,70942,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,819.625,True,False,True,True,False,False,E1_added
438:155925,438,115,155925,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,2.5,2.5,1797.0,True,False,True,True,False,False,E1_added
438:89562,438,115,89562,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1579.375,True,False,True,True,False,False,E1_added
439:114450,439,115,114450,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,1.875,2.875,1270.25,True,False,True,True,False,False,E1_added
446:39867,446,115,39867,nq,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1094.625,False,True,True,False,False,True,GAP_displaced
446:92295,446,115,92295,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1317.0,False,True,True,False,False,True,GAP_displaced
447:168548,447,116,168548,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,903.375,True,False,True,True,False,False,E1_added
447:110039,447,116,110039,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,988.375,True,False,True,True,False,False,E1_added
453:132143,453,116,132143,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,2.0,2.5,1327.0,True,False,True,True,False,False,E1_added
457:33295,457,116,33295,nq,8,2,False,False,True,0.25,1.25,2.0,2.0,2.0,0.0,2.25,2.25,1431.25,False,True,True,False,False,True,GAP_displaced
457:120689,457,116,120689,hotpotqa,8,4,False,False,True,0.5,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2236.5,False,True,True,False,False,True,GAP_displaced
457:109206,457,116,109206,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,1.125,2.0,880.375,False,True,True,False,False,True,GAP_displaced
459:17334,459,117,17334,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,1.625,2.25,1082.0,True,False,True,True,False,False,E1_added
460:116791,460,117,116791,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,1.25,2.25,864.5,True,False,True,True,False,False,E1_added
466:65560,466,117,65560,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1301.0,False,True,True,False,False,True,GAP_displaced
466:93152,466,117,93152,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1503.5,False,True,True,False,False,True,GAP_displaced
473:135380,473,118,135380,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.0,2.75,1328.75,True,False,True,True,False,False,E1_added
476:90536,476,118,90536,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1360.75,True,False,True,True,False,False,E1_added
477:113023,477,118,113023,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.625,2.375,1610.875,True,False,True,True,False,False,E1_added
481:90310,481,119,90310,hotpotqa,8,8,False,True,False,1.0,3.5,3.5,3.0,4.0,1.0,3.5,4.5,2335.0,True,False,True,True,False,False,E1_added
482:148994,482,119,148994,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,864.75,True,False,True,True,False,False,E1_added
485:103170,485,119,103170,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.0,2.25,1275.75,True,False,True,True,False,False,E1_added
489:30418,489,119,30418,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,3.0,2.0,1.25,2.25,898.0,True,False,True,True,False,False,E1_added
489:12748,489,119,12748,nq,8,5,False,False,True,0.625,1.625,2.0,2.0,2.0,0.0,2.625,2.625,1664.0,False,True,True,False,False,True,GAP_displaced
