group_id,call_index,global_step,call_within_step,uid,data_source,n_rollouts,correct_count,all_wrong,all_correct,mixed,group_success_rate,cost_gap_correct,cost_correct_min,cost_correct_max,cost_all_mean,cost_correct_mean,queries_all_mean,queries_correct_mean,tokens_all_mean,turns_all_mean,is_active_efficiency,src_order,all_correct_or_wrong,cohort
41:113623,41,64,1,113623,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,3.125,3.125,2180.75,,True,52976,True,E1_added
41:64365,41,64,1,64365,nq,8,8,False,True,False,1.0,2.0,2.0,4.0,2.25,2.25,3.25,3.25,2180.25,,True,53112,True,E1_added
41:129523,41,64,1,129523,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.375,1.375,1161.25,,True,53296,True,E1_added
43:151252,43,64,3,151252,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.25,1.25,877.0,,True,55672,True,E1_added
43:118841,43,64,3,118841,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1311.375,,True,56208,True,E1_added
44:36498,44,64,4,36498,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.25,1.25,895.0,,True,56392,True,E1_added
44:36719,44,64,4,36719,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,3.125,3.125,2023.25,,True,56856,True,E1_added
44:141716,44,64,4,141716,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1318.625,,True,56928,True,E1_added
46:55488,46,64,6,55488,nq,8,1,False,False,True,0.125,0.0,2.0,2.0,1.125,2.0,1.125,2.0,841.625,,False,59784,False,GAP_displaced
46:166849,46,64,6,166849,hotpotqa,8,7,False,False,True,0.875,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1362.25,,False,59816,False,GAP_displaced
47:41971,47,64,7,41971,nq,8,1,False,False,True,0.125,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1248.0,,False,60360,False,GAP_displaced
47:11077,47,64,7,11077,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1213.5,,False,60560,False,GAP_displaced
47:24951,47,64,7,24951,nq,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1339.0,,False,60712,False,GAP_displaced
47:101613,47,64,7,101613,hotpotqa,8,5,False,False,True,0.625,0.0,6.0,6.0,6.0,6.0,6.0,6.0,3555.5,,False,60784,False,GAP_displaced
47:60402,47,64,7,60402,nq,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1212.25,,False,60904,False,GAP_displaced
47:167950,47,64,7,167950,hotpotqa,8,1,False,False,True,0.125,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1271.125,,False,60960,False,GAP_displaced
48:38373,48,64,8,38373,nq,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,846.5,,False,61888,False,GAP_displaced
48:14933,48,64,8,14933,nq,8,2,False,False,True,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,716.75,,False,61984,False,GAP_displaced
49:61082,49,65,0,61082,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.25,2.25,2.25,2.25,1321.5,,True,62912,True,E1_added
49:56960,49,65,0,56960,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1127.0,,True,63752,True,E1_added
51:30467,51,65,2,30467,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1166.375,,True,66376,True,E1_added
53:85949,53,65,4,85949,hotpotqa,8,8,False,True,False,1.0,2.0,1.0,3.0,1.5,1.5,2.5,2.5,1492.25,,True,67904,True,E1_added
55:39378,55,65,6,39378,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.375,1.375,805.0,,True,70896,True,E1_added
55:47067,55,65,6,47067,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.75,1.75,1159.625,,True,71152,True,E1_added
56:60914,56,65,7,60914,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.875,2.875,1826.5,,True,71936,True,E1_added
56:17937,56,65,7,17937,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1809.75,,True,72952,True,E1_added
59:163447,59,65,10,163447,hotpotqa,8,2,False,False,True,0.25,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1692.75,,False,76648,False,GAP_displaced
60:131631,60,65,11,131631,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1174.625,,False,76856,False,GAP_displaced
60:97605,60,65,11,97605,hotpotqa,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1186.875,,False,77504,False,GAP_displaced
60:73491,60,65,11,73491,nq,8,2,False,False,True,0.25,0.0,3.0,3.0,2.25,3.0,2.25,3.0,1588.0,,False,77664,False,GAP_displaced
60:159891,60,65,11,159891,hotpotqa,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1668.0,,False,77880,False,GAP_displaced
61:25511,61,65,12,25511,nq,8,3,False,False,True,0.375,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1263.0,,False,78648,False,GAP_displaced
61:96389,61,65,12,96389,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1361.25,,False,78944,False,GAP_displaced
61:143128,61,65,12,143128,hotpotqa,8,1,False,False,True,0.125,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1944.125,,False,79048,False,GAP_displaced
67:107684,67,66,5,107684,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1329.75,,True,85816,True,E1_added
67:107439,67,66,5,107439,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1152.625,,True,86504,True,E1_added
68:40997,68,66,6,40997,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1342.75,,True,87656,True,E1_added
70:486,70,66,8,486,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,985.75,,True,90312,True,E1_added
72:101876,72,66,10,101876,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1277.0,,True,92888,True,E1_added
73:4777,73,66,11,4777,nq,8,2,False,False,True,0.25,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1344.75,,False,93856,False,GAP_displaced
73:64819,73,66,11,64819,nq,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1237.5,,False,93992,False,GAP_displaced
73:23383,73,66,11,23383,nq,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1297.125,,False,94696,False,GAP_displaced
73:36482,73,66,11,36482,nq,8,3,False,False,True,0.375,0.0,1.0,1.0,1.625,1.0,2.0,2.0,1300.25,,False,94712,False,GAP_displaced
74:38314,74,66,12,38314,nq,8,2,False,False,True,0.25,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1934.25,,False,94880,False,GAP_displaced
75:17399,75,67,0,17399,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,3.25,3.25,1915.75,,True,96880,True,E1_added
76:82373,76,67,1,82373,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1346.875,,True,97512,True,E1_added
80:120751,80,67,5,120751,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.25,3.25,3.25,3.25,1827.0,,True,103032,True,E1_added
82:111711,82,67,7,111711,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,2.5,2.5,1686.0,,True,105448,True,E1_added
85:79748,85,67,10,79748,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,2.0,1.25,1.2857142857142858,2.25,2.2857142857142856,1429.625,,True,109328,False,GAP_displaced
85:56446,85,67,10,56446,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1221.625,,False,109704,False,GAP_displaced
86:5670,86,67,11,5670,nq,8,2,False,False,True,0.25,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1656.75,,False,110400,False,GAP_displaced
86:162634,86,67,11,162634,hotpotqa,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1518.75,,False,110456,False,GAP_displaced
88:157577,88,68,1,157577,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1131.25,,True,113192,True,E1_added
88:53637,88,68,1,53637,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.875,2.875,1762.5,,True,113512,True,E1_added
89:107940,89,68,2,107940,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1131.0,,True,114768,True,E1_added
90:131850,90,68,3,131850,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1033.25,,True,115336,True,E1_added
91:108381,91,68,4,108381,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1602.25,,True,117104,True,E1_added
91:52982,91,68,4,52982,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1472.875,,True,117472,True,E1_added
94:86352,94,68,7,86352,hotpotqa,8,7,False,False,True,0.875,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1270.75,,False,120456,False,GAP_displaced
94:88993,94,68,7,88993,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1373.125,,False,120824,False,GAP_displaced
94:31963,94,68,7,31963,nq,8,6,False,False,True,0.75,0.0,1.0,1.0,1.25,1.0,2.25,2.0,1454.5,,False,121008,False,GAP_displaced
94:37812,94,68,7,37812,nq,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1250.75,,False,121024,False,GAP_displaced
94:41541,94,68,7,41541,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1766.75,,False,121120,False,GAP_displaced
94:12479,94,68,7,12479,nq,8,1,False,False,True,0.125,0.0,2.0,2.0,1.125,2.0,1.125,2.0,809.625,,False,121160,False,GAP_displaced
97:10466,97,69,2,10466,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1272.875,,True,124480,True,E1_added
97:162434,97,69,2,162434,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,3.125,3.125,1816.875,,True,124568,True,E1_added
100:94084,100,69,5,94084,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,748.375,,True,128288,True,E1_added
100:118447,100,69,5,118447,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1116.375,,True,128408,True,E1_added
104:55902,104,69,9,55902,nq,8,3,False,False,True,0.375,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1283.375,,False,133176,False,GAP_displaced
104:31550,104,69,9,31550,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1237.125,,False,133208,False,GAP_displaced
104:41634,104,69,9,41634,nq,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,794.75,,False,133496,False,GAP_displaced
104:85830,104,69,9,85830,hotpotqa,8,1,False,False,True,0.125,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1289.75,,False,133968,False,GAP_displaced
108:169173,108,70,3,169173,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1552.125,,True,138312,True,E1_added
108:93945,108,70,3,93945,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.25,2.25,3.25,3.25,1879.5,,True,138392,True,E1_added
108:86196,108,70,3,86196,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.875,2.875,2.875,2.875,1636.0,,True,138488,True,E1_added
108:103389,108,70,3,103389,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.375,2.375,2.375,2.375,1586.875,,True,138584,True,E1_added
113:152281,113,70,8,152281,hotpotqa,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1451.25,,False,145112,False,GAP_displaced
113:143133,113,70,8,143133,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1283.375,,False,145360,False,GAP_displaced
113:43802,113,70,8,43802,nq,8,4,False,False,True,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1427.0,,False,145512,False,GAP_displaced
114:85989,114,70,9,85989,hotpotqa,8,2,False,False,True,0.25,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1726.5,,False,146272,False,GAP_displaced
