group_id,call_index,global_step,uid,data_source,n_rollouts,correct_count,all_wrong,all_correct,mixed,group_success_rate,cost_all_mean,cost_correct_mean,cost_correct_min,cost_correct_max,cost_gap_correct,queries_all_mean,turns_all_mean,tokens_all_mean,is_active_efficiency,keep_GAP,keep_E1_lambda0.05,is_E1_only,is_GAP_only,in_intersection
161:164022,161,87,164022,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1123.25,True,False,True,True,False,False
162:96613,162,87,96613,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1634.0,True,False,True,True,False,False
163:152901,163,87,152901,hotpotqa,8,8,False,True,False,1.0,6.25,6.25,4.0,7.0,3.0,7.25,7.25,4294.25,True,False,True,True,False,False
165:15228,165,87,15228,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1124.0,True,False,True,True,False,False
166:145462,166,88,145462,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,790.0,True,False,True,True,False,False
166:158301,166,88,158301,hotpotqa,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.0,2.625,1314.0,True,False,True,True,False,False
167:108770,167,88,108770,hotpotqa,8,8,False,True,False,1.0,2.5,2.5,1.0,3.0,2.0,3.5,3.5,2118.25,True,False,True,True,False,False
167:113328,167,88,113328,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,772.5,True,False,True,True,False,False
169:48120,169,88,48120,nq,8,8,False,True,False,1.0,3.375,3.375,3.0,4.0,1.0,3.375,4.375,2055.5,True,False,True,True,False,False
172:140052,172,88,140052,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1493.0,True,False,True,True,False,False
174:121862,174,88,121862,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1569.0,True,False,True,True,False,False
175:62861,175,89,62861,nq,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1461.5,True,False,True,True,False,False
178:32798,178,89,32798,nq,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1859.25,True,False,True,True,False,False
179:135151,179,89,135151,hotpotqa,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,3.75,3.75,2500.5,True,False,True,True,False,False
182:137019,182,89,137019,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,1.875,2.875,1266.625,True,False,True,True,False,False
185:130562,185,89,130562,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,781.125,True,False,True,True,False,False
186:114287,186,90,114287,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,1.375,2.375,1117.0,True,False,True,True,False,False
187:149796,187,90,149796,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,4.0,3.0,2.375,2.375,1526.125,True,False,True,True,False,False
188:113210,188,90,113210,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,1767.875,True,False,True,True,False,False
189:109923,189,90,109923,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,1810.75,True,False,True,True,False,False
195:158341,195,90,158341,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.0,2.75,1368.25,True,False,True,True,False,False
196:81274,196,90,81274,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1523.875,True,False,True,True,False,False
197:18886,197,91,18886,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.0,2.125,1252.5,True,False,True,True,False,False
201:37654,201,91,37654,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1074.0,True,False,True,True,False,False
203:160989,203,91,160989,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,1.25,2.25,943.25,True,False,True,True,False,False
203:83699,203,91,83699,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1169.5,True,False,True,True,False,False
203:93566,203,91,93566,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,905.75,True,False,True,True,False,False
208:118485,208,92,118485,hotpotqa,8,8,False,True,False,1.0,2.625,2.625,2.0,3.0,1.0,3.625,3.625,2190.375,True,False,True,True,False,False
209:29454,209,92,29454,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,3.0,2.0,2.25,2.25,1604.375,True,False,True,True,False,False
211:1917,211,92,1917,nq,8,8,False,True,False,1.0,5.5,5.5,2.0,6.0,4.0,10.5,6.5,4818.125,True,False,True,True,False,False
213:68136,213,92,68136,nq,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1445.5,True,False,True,True,False,False
213:63315,213,92,63315,nq,8,8,False,True,False,1.0,2.625,2.625,2.0,3.0,1.0,2.625,3.625,2011.0,True,False,True,True,False,False
214:116915,214,93,116915,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,2.5,2.5,1556.5,True,False,True,True,False,False
214:135052,214,93,135052,hotpotqa,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,5.5,2.5,3005.0,True,False,True,True,False,False
215:103649,215,93,103649,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1424.875,True,False,True,True,False,False
215:106619,215,93,106619,hotpotqa,8,8,False,True,False,1.0,3.5,3.5,3.0,4.0,1.0,3.5,4.5,2142.875,True,False,True,True,False,False
216:157166,216,93,157166,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,3.125,3.125,1899.0,True,False,True,True,False,False
221:67744,221,93,67744,nq,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1930.0,True,False,True,True,False,False
221:9824,221,93,9824,nq,8,8,False,True,False,1.0,3.75,3.75,2.0,4.0,2.0,3.75,4.75,2442.125,True,False,True,True,False,False
221:45752,221,93,45752,nq,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1222.625,True,False,True,True,False,False
222:164440,222,93,164440,hotpotqa,8,8,False,True,False,1.0,1.25,1.25,1.0,2.0,1.0,2.25,2.25,1696.25,True,False,True,True,False,False
225:16966,225,94,16966,nq,8,8,False,True,False,1.0,1.25,1.25,1.0,3.0,2.0,1.25,2.25,897.875,True,False,True,True,False,False
227:93681,227,94,93681,hotpotqa,8,8,False,True,False,1.0,3.375,3.375,3.0,4.0,1.0,3.375,4.375,2416.125,True,False,True,True,False,False
227:112922,227,94,112922,hotpotqa,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,2.875,3.875,1821.75,True,False,True,True,False,False
228:139533,228,94,139533,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1269.5,True,False,True,True,False,False
228:129561,228,94,129561,hotpotqa,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1431.5,True,False,True,True,False,False
232:131238,232,94,131238,hotpotqa,8,8,False,True,False,1.0,1.375,1.375,1.0,2.0,1.0,2.375,2.375,1485.0,True,False,True,True,False,False
235:169126,235,95,169126,hotpotqa,8,8,False,True,False,1.0,1.875,1.875,1.0,2.0,1.0,2.875,2.875,1767.125,True,False,True,True,False,False
237:6091,237,95,6091,nq,8,8,False,True,False,1.0,1.625,1.625,1.0,2.0,1.0,2.875,2.625,1824.75,True,False,True,True,False,False
237:76935,237,95,76935,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1272.25,True,False,True,True,False,False
238:131277,238,95,131277,hotpotqa,8,8,False,True,False,1.0,2.625,2.625,2.0,3.0,1.0,2.625,3.625,1656.125,True,False,True,True,False,False
239:126567,239,95,126567,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1289.75,True,False,True,True,False,False
239:127781,239,95,127781,hotpotqa,8,8,False,True,False,1.0,2.75,2.75,2.0,3.0,1.0,2.75,3.75,1767.0,True,False,True,True,False,False
240:153832,240,95,153832,hotpotqa,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1889.75,True,False,True,True,False,False
241:94600,241,95,94600,hotpotqa,8,8,False,True,False,1.0,2.375,2.375,2.0,3.0,1.0,2.375,3.375,1728.125,True,False,True,True,False,False
241:124176,241,95,124176,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,825.125,True,False,True,True,False,False
243:75334,243,96,75334,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1224.0,True,False,True,True,False,False
244:71094,244,96,71094,nq,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,1.75,2.75,1167.0,True,False,True,True,False,False
244:160549,244,96,160549,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1552.375,True,False,True,True,False,False
244:81223,244,96,81223,hotpotqa,8,8,False,True,False,1.0,2.125,2.125,2.0,3.0,1.0,2.125,3.125,1524.625,True,False,True,True,False,False
246:151512,246,96,151512,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,2.125,2.125,1297.375,True,False,True,True,False,False
247:88007,247,96,88007,hotpotqa,8,8,False,True,False,1.0,1.125,1.125,1.0,2.0,1.0,1.125,2.125,928.875,True,False,True,True,False,False
247:60312,247,96,60312,nq,8,8,False,True,False,1.0,2.5,2.5,2.0,3.0,1.0,2.5,3.5,1544.0,True,False,True,True,False,False
250:97125,250,96,97125,hotpotqa,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,2.875,3.875,2035.125,True,False,True,True,False,False
253:34166,253,97,34166,nq,8,8,False,True,False,1.0,2.375,2.375,2.0,3.0,1.0,2.375,3.375,1550.625,True,False,True,True,False,False
257:62967,257,97,62967,nq,8,8,False,True,False,1.0,1.5,1.5,1.0,2.0,1.0,1.5,2.5,1023.0,True,False,True,True,False,False
259:46162,259,97,46162,nq,8,8,False,True,False,1.0,2.875,2.875,2.0,3.0,1.0,3.875,3.875,2668.75,True,False,True,True,False,False
259:83820,259,97,83820,hotpotqa,8,8,False,True,False,1.0,1.75,1.75,1.0,2.0,1.0,2.75,2.75,1872.0,True,False,True,True,False,False
