group_id,call_index,global_step,call_within_step,uid,data_source,n_rollouts,correct_count,all_wrong,all_correct,mixed,group_success_rate,cost_gap_correct,cost_correct_min,cost_correct_max,cost_all_mean,cost_correct_mean,queries_all_mean,queries_correct_mean,tokens_all_mean,turns_all_mean,is_active_efficiency,src_order,all_correct_or_wrong,cohort
204:58098,204,91,7,58098,nq,8,3,False,False,True,0.375,0.0,1.0,1.0,1.0,1.0,4.0,4.0,2197.125,2.0,False,262096,False,GAP_displaced
208:118485,208,92,3,118485,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.625,2.625,3.625,3.625,2190.375,3.625,True,266600,True,E1_added
209:29454,209,92,4,29454,nq,8,8,False,True,False,1.0,2.0,1.0,3.0,1.25,1.25,2.25,2.25,1604.375,2.25,True,268680,True,E1_added
211:1917,211,92,6,1917,nq,8,8,False,True,False,1.0,4.0,2.0,6.0,5.5,5.5,10.5,10.5,4818.125,6.5,True,271032,True,E1_added
213:68136,213,92,8,68136,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.5,2.5,2.5,2.5,1445.5,3.5,True,272776,True,E1_added
214:116915,214,93,0,116915,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,2.5,2.5,1556.5,2.5,True,274056,True,E1_added
214:135052,214,93,0,135052,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,5.5,5.5,3005.0,2.5,True,274784,True,E1_added
215:103649,215,93,1,103649,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1424.875,3.125,True,275992,True,E1_added
215:106619,215,93,1,106619,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.5,3.5,3.5,3.5,2142.875,4.5,True,276344,True,E1_added
216:157166,216,93,2,157166,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,3.125,3.125,1899.0,3.125,True,277256,True,E1_added
221:67744,221,93,7,67744,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.75,2.75,2.75,2.75,1930.0,3.75,True,283304,True,E1_added
221:9824,221,93,7,9824,nq,8,8,False,True,False,1.0,2.0,2.0,4.0,3.75,3.75,3.75,3.75,2442.125,4.75,True,283552,True,E1_added
221:45752,221,93,7,45752,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1222.625,2.125,True,283936,True,E1_added
222:164440,222,93,8,164440,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.25,2.25,1696.25,2.25,True,285112,True,E1_added
225:16966,225,94,1,16966,nq,8,8,False,True,False,1.0,2.0,1.0,3.0,1.25,1.25,1.25,1.25,897.875,2.25,True,288632,True,E1_added
227:93681,227,94,3,93681,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.375,3.375,3.375,3.375,2416.125,4.375,True,291136,True,E1_added
227:112922,227,94,3,112922,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.875,2.875,2.875,2.875,1821.75,3.875,True,291304,True,E1_added
228:139533,228,94,4,139533,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1269.5,2.75,True,292400,True,E1_added
228:129561,228,94,4,129561,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.5,2.5,2.5,2.5,1431.5,3.5,True,292880,True,E1_added
232:131238,232,94,8,131238,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1485.0,2.375,True,297656,True,E1_added
233:28050,233,94,9,28050,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,1.125,1.0,1049.875,2.0,False,298832,False,GAP_displaced
233:148027,233,94,9,148027,hotpotqa,8,1,False,False,True,0.125,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1220.625,2.0,False,298944,False,GAP_displaced
233:12953,233,94,9,12953,nq,8,6,False,False,True,0.75,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1176.25,3.0,False,299352,False,GAP_displaced
235:169126,235,95,1,169126,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.875,2.875,1767.125,2.875,True,301560,True,E1_added
237:6091,237,95,3,6091,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.875,2.875,1824.75,2.625,True,303488,True,E1_added
237:76935,237,95,3,76935,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1272.25,2.75,True,304632,True,E1_added
238:131277,238,95,4,131277,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.625,2.625,2.625,2.625,1656.125,3.625,True,305552,True,E1_added
239:126567,239,95,5,126567,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1289.75,2.75,True,306624,True,E1_added
239:127781,239,95,5,127781,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.75,2.75,2.75,2.75,1767.0,3.75,True,306680,True,E1_added
240:153832,240,95,6,153832,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.5,2.5,2.5,2.5,1889.75,3.5,True,308256,True,E1_added
241:94600,241,95,7,94600,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.375,2.375,2.375,2.375,1728.125,3.375,True,309024,True,E1_added
241:99015,241,95,7,99015,hotpotqa,8,2,False,False,True,0.25,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1239.75,2.0,False,309608,False,GAP_displaced
241:7720,241,95,7,7720,nq,8,6,False,False,True,0.75,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1750.0,3.0,False,309664,False,GAP_displaced
243:75334,243,96,1,75334,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1224.0,2.75,True,311472,True,E1_added
244:71094,244,96,2,71094,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1167.0,2.75,True,312824,True,E1_added
244:160549,244,96,2,160549,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1552.375,2.125,True,313136,True,E1_added
244:81223,244,96,2,81223,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1524.625,3.125,True,313392,True,E1_added
246:151512,246,96,4,151512,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1297.375,2.125,True,315504,True,E1_added
247:88007,247,96,5,88007,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,928.875,2.125,True,316680,True,E1_added
247:60312,247,96,5,60312,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.5,2.5,2.5,2.5,1544.0,3.5,True,316920,True,E1_added
250:27786,250,96,8,27786,nq,8,1,False,False,True,0.125,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1764.75,3.0,False,320584,False,GAP_displaced
250:66123,250,96,8,66123,nq,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1203.5,2.0,False,321056,False,GAP_displaced
250:156941,250,96,8,156941,hotpotqa,8,4,False,False,True,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1249.0,3.0,False,321112,False,GAP_displaced
253:34166,253,97,2,34166,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.375,2.375,2.375,2.375,1550.625,3.375,True,323848,True,E1_added
257:62967,257,97,6,62967,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1023.0,2.5,True,329664,True,E1_added
259:46162,259,97,8,46162,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.875,2.875,3.875,3.875,2668.75,3.875,True,331832,True,E1_added
259:83820,259,97,8,83820,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1872.0,2.75,True,332216,True,E1_added
260:28437,260,97,9,28437,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.25,1.25,935.375,2.25,True,333640,True,E1_added
261:150481,261,98,0,150481,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.75,2.75,1594.625,2.875,True,334760,True,E1_added
262:74347,262,98,1,74347,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.75,2.75,4.75,4.75,3149.25,3.75,True,335360,True,E1_added
263:31161,263,98,2,31161,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.375,1.375,1006.125,2.125,True,337872,True,E1_added
264:132009,264,98,3,132009,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.0,2.0,1535.0,2.125,True,337976,True,E1_added
264:139653,264,98,3,139653,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1109.25,2.625,True,338352,True,E1_added
264:90870,264,98,3,90870,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1699.75,2.625,True,338768,True,E1_added
265:138045,265,98,4,138045,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1631.75,2.625,True,339600,True,E1_added
267:131175,267,98,6,131175,hotpotqa,8,8,False,True,False,1.0,2.0,1.0,3.0,1.75,1.75,2.75,2.75,1680.5,2.75,True,342472,True,E1_added
267:152611,267,98,6,152611,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1408.375,2.375,True,342504,True,E1_added
268:44421,268,98,7,44421,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1029.75,2.625,True,344120,True,E1_added
270:119726,270,98,9,119726,hotpotqa,8,1,False,False,True,0.125,0.0,2.0,2.0,2.0,2.0,3.0,3.0,1871.75,3.0,False,345736,False,GAP_displaced
270:137698,270,98,9,137698,hotpotqa,8,2,False,False,True,0.25,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1505.125,4.0,False,346016,False,GAP_displaced
270:158998,270,98,9,158998,hotpotqa,8,1,False,False,True,0.125,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1340.75,3.0,False,346376,False,GAP_displaced
270:103236,270,98,9,103236,hotpotqa,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1249.0,2.0,False,346832,False,GAP_displaced
271:155993,271,99,0,155993,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1296.25,2.75,True,347520,True,E1_added
273:102697,273,99,2,102697,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1682.875,2.375,True,349560,True,E1_added
273:80425,273,99,2,80425,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1704.0,2.75,True,349784,True,E1_added
274:1672,274,99,3,1672,nq,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1806.875,3.125,True,351936,True,E1_added
278:82186,278,99,7,82186,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1413.125,2.125,True,356272,True,E1_added
281:75925,281,99,10,75925,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,3.5,3.5,2277.125,2.5,True,360024,True,E1_added
281:162342,281,99,10,162342,hotpotqa,8,7,False,False,True,0.875,0.0,2.0,2.0,1.875,2.0,2.875,3.0,1744.0,2.875,False,360784,False,GAP_displaced
281:86548,281,99,10,86548,hotpotqa,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1255.5,2.0,False,360824,False,GAP_displaced
282:110899,282,100,0,110899,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.375,1.375,1006.5,2.375,True,361568,True,E1_added
283:133161,283,100,1,133161,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.75,2.75,2.75,2.75,1736.5,3.75,True,362928,True,E1_added
293:30693,293,100,11,30693,nq,8,2,False,False,True,0.25,0.0,1.0,1.0,1.75,1.0,1.75,1.0,1139.75,2.75,False,376184,False,GAP_displaced
295:97084,295,101,1,97084,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1662.0,2.75,True,377688,True,E1_added
298:38959,298,101,4,38959,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,982.5,2.5,True,382208,True,E1_added
300:81151,300,101,6,81151,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.25,2.25,1595.0,2.25,True,384336,True,E1_added
301:104043,301,101,7,104043,hotpotqa,8,1,False,False,True,0.125,0.0,1.0,1.0,1.875,1.0,2.0,2.0,1351.875,2.875,False,385984,False,GAP_displaced
301:17103,301,101,7,17103,nq,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1339.0,2.0,False,386224,False,GAP_displaced
301:168655,301,101,7,168655,hotpotqa,8,5,False,False,True,0.625,0.0,2.0,2.0,2.0,2.0,6.25,7.0,3498.125,3.0,False,386544,False,GAP_displaced
302:83223,302,102,0,83223,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.25,2.25,2.25,2.25,1453.25,3.25,True,387184,True,E1_added
303:152248,303,102,1,152248,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.875,2.875,1874.25,2.875,True,388160,True,E1_added
305:107421,305,102,3,107421,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1745.75,2.75,True,390856,True,E1_added
306:121677,306,102,4,121677,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1404.375,3.125,True,392840,True,E1_added
309:147823,309,102,7,147823,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1403.25,2.125,True,396600,True,E1_added
311:108773,311,102,9,108773,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.25,2.25,1393.25,2.25,True,398632,True,E1_added
313:158644,313,103,0,158644,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1648.5,2.625,True,401344,True,E1_added
320:91323,320,103,7,91323,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1173.125,2.5,True,410768,True,E1_added
321:15578,321,103,8,15578,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1192.375,2.875,True,411176,True,E1_added
321:37475,321,103,8,37475,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1291.125,2.0,False,411712,False,GAP_displaced
325:159980,325,104,3,159980,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,979.375,2.125,True,416744,True,E1_added
325:154782,325,104,3,154782,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1724.0,2.625,True,416960,True,E1_added
325:132473,325,104,3,132473,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1238.875,2.875,True,417232,True,E1_added
326:154821,326,104,4,154821,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.25,2.25,2.25,2.25,1621.75,3.25,True,417384,True,E1_added
326:92978,326,104,4,92978,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.75,3.75,4.75,4.75,2839.5,4.75,True,418416,True,E1_added
331:123179,331,104,9,123179,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1352.75,2.125,True,424712,True,E1_added
332:27569,332,104,10,27569,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1118.25,2.75,True,426000,True,E1_added
333:54935,333,105,0,54935,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1801.0,2.75,True,426344,True,E1_added
333:65082,333,105,0,65082,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1555.75,2.375,True,426704,True,E1_added
334:116829,334,105,1,116829,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1378.75,2.125,True,427576,True,E1_added
338:121478,338,105,5,121478,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.375,1.375,884.25,2.375,True,433808,True,E1_added
340:143644,340,105,7,143644,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.25,1.25,813.5,2.25,True,435808,True,E1_added
343:84672,343,105,10,84672,hotpotqa,8,3,False,False,True,0.375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,748.625,2.0,False,439896,False,GAP_displaced
346:48117,346,106,2,48117,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1232.25,2.875,True,444016,True,E1_added
348:47799,348,106,4,47799,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.375,2.375,1481.0,2.375,True,445584,True,E1_added
348:111059,348,106,4,111059,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,3.375,3.375,1922.25,2.125,True,446136,True,E1_added
349:125708,349,106,5,125708,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.875,2.875,3.875,3.875,2501.0,3.875,True,446808,True,E1_added
349:99563,349,106,5,99563,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.875,3.875,3.875,3.875,2347.875,4.875,True,447072,True,E1_added
351:136536,351,106,7,136536,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.375,2.375,2.375,2.375,1825.0,3.375,True,450336,True,E1_added
352:148056,352,106,8,148056,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1220.0,2.0,False,451432,False,GAP_displaced
354:68235,354,107,1,68235,nq,8,8,False,True,False,1.0,2.0,2.0,4.0,2.625,2.625,2.625,2.625,1857.75,3.625,True,453448,True,E1_added
354:94337,354,107,1,94337,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.625,2.625,1772.75,2.75,True,453816,True,E1_added
359:146349,359,107,6,146349,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1715.0,2.75,True,460448,True,E1_added
364:63657,364,108,2,63657,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,873.875,2.125,True,467016,True,E1_added
365:159329,365,108,3,159329,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1056.25,2.75,True,468312,True,E1_added
369:2496,369,108,7,2496,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,868.875,2.125,True,472664,True,E1_added
370:92868,370,108,8,92868,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.125,2.125,2.125,2.125,1407.875,3.125,True,473656,True,E1_added
373:110164,373,108,11,110164,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,2.875,2.875,2145.75,2.875,True,477832,True,E1_added
373:154685,373,108,11,154685,hotpotqa,8,1,False,False,True,0.125,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1366.25,2.0,False,477952,False,GAP_displaced
375:100841,375,109,1,100841,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,912.25,2.125,True,480704,True,E1_added
379:149138,379,109,5,149138,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.0,2.0,1254.75,2.125,True,485192,True,E1_added
380:80549,380,109,6,80549,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1177.5,2.5,True,487352,True,E1_added
380:17342,380,109,6,17342,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.25,2.25,1503.75,2.25,True,487576,True,E1_added
382:122970,382,109,8,122970,hotpotqa,8,2,False,False,True,0.25,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1354.75,3.0,False,489936,False,GAP_displaced
384:108668,384,110,1,108668,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.875,2.875,3.875,3.875,2488.125,3.875,True,491760,True,E1_added
388:145512,388,110,5,145512,hotpotqa,8,8,False,True,False,1.0,1.0,2.0,3.0,2.25,2.25,3.25,3.25,2367.625,3.25,True,497424,True,E1_added
392:154664,392,110,9,154664,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.75,2.75,1860.125,2.75,True,501864,True,E1_added
395:122188,395,110,12,122188,hotpotqa,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1241.5,2.0,False,506376,False,GAP_displaced
395:148385,395,110,12,148385,hotpotqa,8,2,False,False,True,0.25,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1264.0,2.0,False,506664,False,GAP_displaced
398:102949,398,111,2,102949,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,912.0,2.125,True,510376,True,E1_added
399:134098,399,111,3,134098,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.625,2.625,1748.125,2.625,True,511912,True,E1_added
404:95684,404,111,8,95684,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1463.25,2.125,True,517296,True,E1_added
404:5520,404,111,8,5520,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,976.5,2.5,True,518344,True,E1_added
410:52661,410,112,4,52661,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.25,2.25,1424.75,2.25,True,525664,True,E1_added
410:88199,410,112,4,88199,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.0,2.0,1278.5,2.375,True,525832,True,E1_added
415:14639,415,112,9,14639,nq,8,7,False,False,True,0.875,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1203.5,2.0,False,531848,False,GAP_displaced
415:10362,415,112,9,10362,nq,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1674.25,2.0,False,531896,False,GAP_displaced
417:4424,417,113,1,4424,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1274.0,2.5,True,534712,True,E1_added
420:84266,420,113,4,84266,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,1.375,1.375,946.875,2.375,True,537896,True,E1_added
421:143709,421,113,5,143709,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,2.0,2.0,1247.375,2.625,True,540024,True,E1_added
423:39535,423,113,7,39535,nq,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1252.5,2.0,False,542472,False,GAP_displaced
423:27502,423,113,7,27502,nq,8,1,False,False,True,0.125,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1291.375,2.0,False,542632,False,GAP_displaced
426:40006,426,114,2,40006,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.625,1.625,1.625,1.625,1069.5,2.625,True,546080,True,E1_added
431:72621,431,114,7,72621,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1286.5,2.75,True,552376,True,E1_added
432:70942,432,114,8,70942,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,819.625,2.125,True,553512,True,E1_added
438:155925,438,115,3,155925,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,2.5,2.5,1797.0,2.5,True,560880,True,E1_added
438:89562,438,115,3,89562,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,2.125,2.125,1579.375,2.125,True,561232,True,E1_added
439:114450,439,115,4,114450,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.875,1.875,1.875,1.875,1270.25,2.875,True,562280,True,E1_added
446:39867,446,115,11,39867,nq,8,5,False,False,True,0.625,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1094.625,2.0,False,571432,False,GAP_displaced
446:92295,446,115,11,92295,hotpotqa,8,2,False,False,True,0.25,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1317.0,2.0,False,571968,False,GAP_displaced
447:168548,447,116,0,168548,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,903.375,2.125,True,573112,True,E1_added
447:110039,447,116,0,110039,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,988.375,2.125,True,573232,True,E1_added
453:132143,453,116,6,132143,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.5,1.5,2.0,2.0,1327.0,2.5,True,580240,True,E1_added
457:33295,457,116,10,33295,nq,8,2,False,False,True,0.25,0.0,2.0,2.0,1.25,2.0,2.25,3.0,1431.25,2.25,False,586008,False,GAP_displaced
457:120689,457,116,10,120689,hotpotqa,8,4,False,False,True,0.5,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2236.5,3.0,False,586096,False,GAP_displaced
457:109206,457,116,10,109206,hotpotqa,8,1,False,False,True,0.125,0.0,1.0,1.0,1.0,1.0,1.125,2.0,880.375,2.0,False,586200,False,GAP_displaced
459:17334,459,117,1,17334,nq,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.625,1.625,1082.0,2.25,True,588664,True,E1_added
460:116791,460,117,2,116791,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,1.25,1.25,864.5,2.25,True,589936,True,E1_added
466:65560,466,117,8,65560,nq,8,4,False,False,True,0.5,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1301.0,2.0,False,597336,False,GAP_displaced
466:93152,466,117,8,93152,hotpotqa,8,6,False,False,True,0.75,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1503.5,2.0,False,597536,False,GAP_displaced
473:135380,473,118,6,135380,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,2.0,2.0,1328.75,2.75,True,606640,True,E1_added
476:90536,476,118,9,90536,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.75,1.75,1.75,1.75,1360.75,2.75,True,610096,True,E1_added
477:113023,477,118,10,113023,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.375,1.375,2.625,2.625,1610.875,2.375,True,611752,True,E1_added
481:90310,481,119,3,90310,hotpotqa,8,8,False,True,False,1.0,1.0,3.0,4.0,3.5,3.5,3.5,3.5,2335.0,4.5,True,615896,True,E1_added
482:148994,482,119,4,148994,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.125,1.125,1.125,1.125,864.75,2.125,True,617200,True,E1_added
485:103170,485,119,7,103170,hotpotqa,8,8,False,True,False,1.0,1.0,1.0,2.0,1.25,1.25,2.0,2.0,1275.75,2.25,True,621880,True,E1_added
489:30418,489,119,11,30418,nq,8,8,False,True,False,1.0,2.0,1.0,3.0,1.25,1.25,1.25,1.25,898.0,2.25,True,626160,True,E1_added
