group_id,call_index,global_step,uid,data_source,n_rollouts,correct_count,all_wrong,all_correct,mixed,group_success_rate,cost_all_mean,cost_correct_mean,cost_correct_min,cost_correct_max,cost_gap_correct,queries_all_mean,turns_all_mean,tokens_all_mean,is_active_efficiency,keep_GAP,keep_E1_lambda0.05,is_E1_only,is_GAP_only,in_intersection
57:53908,57,77,53908,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1343.5,False,True,True,False,False,True
58:21703,58,77,21703,nq,8,4,False,False,True,0.5,1.5,1.0,1.0,1.0,0.0,1.5,2.5,957.5,False,True,True,False,False,True
58:45292,58,77,45292,nq,8,3,False,False,True,0.375,3.0,3.0,3.0,3.0,0.0,3.0,4.0,2030.375,False,True,True,False,False,True
59:147878,59,77,147878,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1228.5,False,True,True,False,False,True
60:11986,60,77,11986,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1403.0,False,True,True,False,False,True
61:27734,61,77,27734,nq,8,1,False,False,True,0.125,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1809.375,False,True,True,False,False,True
61:36626,61,77,36626,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2108.125,False,True,True,False,False,True
61:22157,61,77,22157,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1231.0,False,True,True,False,False,True
61:61237,61,77,61237,nq,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1781.25,False,True,True,False,False,True
61:142090,61,77,142090,hotpotqa,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,2.875,2.875,1776.5,False,True,True,False,False,True
62:93853,62,77,93853,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,1.625,2.0,1123.75,False,True,True,False,False,True
62:114394,62,77,114394,hotpotqa,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1321.25,False,True,True,False,False,True
63:155680,63,77,155680,hotpotqa,8,6,False,False,True,0.75,2.25,2.0,2.0,2.0,0.0,2.25,3.25,1447.25,False,True,True,False,False,True
63:39081,63,77,39081,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1554.0,False,True,True,False,False,True
63:163369,63,77,163369,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1299.875,False,True,True,False,False,True
63:159590,63,77,159590,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1378.25,False,True,True,False,False,True
63:166831,63,77,166831,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1253.25,False,True,True,False,False,True
64:12344,64,78,12344,nq,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,1.875,2.875,1162.75,False,True,True,False,False,True
64:89297,64,78,89297,hotpotqa,8,2,False,False,True,0.25,2.75,2.0,2.0,2.0,0.0,2.75,3.75,1759.0,False,True,True,False,False,True
65:49500,65,78,49500,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2060.125,False,True,True,False,False,True
65:116704,65,78,116704,hotpotqa,8,6,False,False,True,0.75,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1284.0,False,True,True,False,False,True
66:116632,66,78,116632,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1279.0,False,True,True,False,False,True
67:116394,67,78,116394,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1235.75,False,True,True,False,False,True
67:142450,67,78,142450,hotpotqa,8,5,False,False,True,0.625,5.0,5.0,5.0,5.0,0.0,5.0,6.0,3292.375,False,True,True,False,False,True
68:54021,68,78,54021,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.0,2.0,787.5,False,True,True,False,False,True
68:43459,68,78,43459,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1231.25,False,True,True,False,False,True
68:85071,68,78,85071,hotpotqa,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,2.875,2.875,1941.0,False,True,True,False,False,True
68:112099,68,78,112099,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1347.75,False,True,True,False,False,True
69:46826,69,78,46826,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1825.375,False,True,True,False,False,True
69:113406,69,78,113406,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1471.625,False,True,True,False,False,True
69:24187,69,78,24187,nq,8,2,False,False,True,0.25,1.75,1.0,1.0,1.0,0.0,1.75,2.75,1209.75,False,True,True,False,False,True
70:37883,70,78,37883,nq,8,6,False,False,True,0.75,2.75,3.0,3.0,3.0,0.0,2.75,3.75,1700.25,False,True,True,False,False,True
70:130417,70,78,130417,hotpotqa,8,7,False,False,True,0.875,2.875,2.5714285714285716,2.0,3.0,1.0,3.875,3.875,2236.125,True,True,True,False,False,True
71:150014,71,78,150014,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1402.0,False,True,True,False,False,True
71:10423,71,78,10423,nq,8,3,False,False,True,0.375,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1455.5,False,True,True,False,False,True
72:168072,72,78,168072,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1289.625,False,True,True,False,False,True
74:2426,74,78,2426,nq,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1741.375,False,True,True,False,False,True
75:115037,75,78,115037,hotpotqa,8,2,False,False,True,0.25,1.25,2.0,2.0,2.0,0.0,1.25,2.25,880.0,False,True,True,False,False,True
75:134690,75,78,134690,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1264.25,False,True,True,False,False,True
75:137854,75,78,137854,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1115.875,False,True,True,False,False,True
75:86695,75,78,86695,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1336.5,False,True,True,False,False,True
75:87096,75,78,87096,hotpotqa,8,6,False,False,True,0.75,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1877.5,False,True,True,False,False,True
76:147184,76,78,147184,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1248.5,False,True,True,False,False,True
77:98364,77,78,98364,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1331.625,False,True,True,False,False,True
77:128624,77,78,128624,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1366.5,False,True,True,False,False,True
77:128055,77,78,128055,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1234.0,False,True,True,False,False,True
78:93523,78,79,93523,hotpotqa,8,6,False,False,True,0.75,1.875,1.8333333333333333,1.0,2.0,1.0,2.875,2.875,1794.0,True,True,True,False,False,True
79:113118,79,79,113118,hotpotqa,8,7,False,False,True,0.875,1.125,1.0,1.0,1.0,0.0,2.125,2.125,1433.5,False,True,True,False,False,True
79:84095,79,79,84095,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1722.25,False,True,True,False,False,True
79:137672,79,79,137672,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1910.875,False,True,True,False,False,True
79:88635,79,79,88635,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1434.875,False,True,True,False,False,True
79:119028,79,79,119028,hotpotqa,8,3,False,False,True,0.375,2.25,2.6666666666666665,2.0,3.0,1.0,3.25,3.25,2120.25,True,True,True,False,False,True
80:140221,80,79,140221,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1251.0,False,True,True,False,False,True
80:20170,80,79,20170,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1369.5,False,True,True,False,False,True
81:30382,81,79,30382,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,1.0,2.0,789.5,False,True,True,False,False,True
81:67049,81,79,67049,nq,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1379.25,False,True,True,False,False,True
81:107710,81,79,107710,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1355.25,False,True,True,False,False,True
81:79731,81,79,79731,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1344.875,False,True,True,False,False,True
81:89524,81,79,89524,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1264.0,False,True,True,False,False,True
83:94683,83,79,94683,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1347.5,False,True,True,False,False,True
83:103084,83,79,103084,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1396.375,False,True,True,False,False,True
83:122220,83,79,122220,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1894.125,False,True,True,False,False,True
83:1225,83,79,1225,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1655.5,False,True,True,False,False,True
83:34809,83,79,34809,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,1.25,2.0,866.0,False,True,True,False,False,True
84:130920,84,79,130920,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1405.5,False,True,True,False,False,True
84:93034,84,79,93034,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1285.875,False,True,True,False,False,True
85:157019,85,79,157019,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.0,2.0,700.25,False,True,True,False,False,True
85:92731,85,79,92731,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1347.375,False,True,True,False,False,True
85:92821,85,79,92821,hotpotqa,8,7,False,False,True,0.875,1.875,2.0,2.0,2.0,0.0,2.875,2.875,1703.5,False,True,True,False,False,True
85:95374,85,79,95374,hotpotqa,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1293.0,False,True,True,False,False,True
86:96877,86,79,96877,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1432.5,False,True,True,False,False,True
86:152334,86,79,152334,hotpotqa,8,2,False,False,True,0.25,2.5,1.0,1.0,1.0,0.0,3.5,3.5,1788.75,False,True,True,False,False,True
86:90102,86,79,90102,hotpotqa,8,3,False,False,True,0.375,1.375,2.0,2.0,2.0,0.0,2.375,2.375,1565.5,False,True,True,False,False,True
86:10706,86,79,10706,nq,8,7,False,False,True,0.875,2.125,2.0,2.0,2.0,0.0,3.125,3.125,1955.375,False,True,True,False,False,True
86:73572,86,79,73572,nq,8,1,False,False,True,0.125,1.625,4.0,4.0,4.0,0.0,2.625,2.625,1744.375,False,True,True,False,False,True
86:16779,86,79,16779,nq,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1174.5,False,True,True,False,False,True
86:158505,86,79,158505,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1914.75,False,True,True,False,False,True
87:97951,87,80,97951,hotpotqa,8,6,False,False,True,0.75,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1242.0,False,True,True,False,False,True
87:105451,87,80,105451,hotpotqa,8,7,False,False,True,0.875,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1837.375,False,True,True,False,False,True
88:133076,88,80,133076,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1997.25,False,True,True,False,False,True
88:36050,88,80,36050,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1783.875,False,True,True,False,False,True
88:96820,88,80,96820,hotpotqa,8,1,False,False,True,0.125,1.875,1.0,1.0,1.0,0.0,1.875,2.875,1212.5,False,True,True,False,False,True
89:134071,89,80,134071,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1994.5,False,True,True,False,False,True
89:67376,89,80,67376,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,1.0,2.0,815.875,False,True,True,False,False,True
89:61979,89,80,61979,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1431.875,False,True,True,False,False,True
90:78271,90,80,78271,nq,8,2,False,False,True,0.25,2.25,3.0,3.0,3.0,0.0,3.25,3.25,2215.0,False,True,True,False,False,True
90:51274,90,80,51274,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1260.0,False,True,True,False,False,True
91:124781,91,80,124781,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1227.5,False,True,True,False,False,True
92:89161,92,80,89161,hotpotqa,8,3,False,False,True,0.375,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1815.5,False,True,True,False,False,True
93:271,93,80,271,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,1.0,2.0,711.0,False,True,True,False,False,True
93:20582,93,80,20582,nq,8,5,False,False,True,0.625,1.625,2.0,2.0,2.0,0.0,2.625,2.625,1604.375,False,True,True,False,False,True
94:105846,94,80,105846,hotpotqa,8,6,False,False,True,0.75,1.75,2.0,2.0,2.0,0.0,2.75,2.75,1628.5,False,True,True,False,False,True
94:25149,94,80,25149,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1289.0,False,True,True,False,False,True
96:111864,96,80,111864,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,1.0,2.0,840.25,False,True,True,False,False,True
97:21034,97,80,21034,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1395.5,False,True,True,False,False,True
98:101976,98,80,101976,hotpotqa,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1185.125,False,True,True,False,False,True
99:5611,99,80,5611,nq,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1421.25,False,True,True,False,False,True
99:149281,99,80,149281,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1294.5,False,True,True,False,False,True
99:129869,99,80,129869,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1423.625,False,True,True,False,False,True
99:147163,99,80,147163,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1320.0,False,True,True,False,False,True
99:14669,99,80,14669,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1382.125,False,True,True,False,False,True
100:11612,100,81,11612,nq,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1321.375,False,True,True,False,False,True
100:156681,100,81,156681,hotpotqa,8,4,False,False,True,0.5,1.5,1.0,1.0,1.0,0.0,2.5,2.5,1927.5,False,True,True,False,False,True
101:47564,101,81,47564,nq,8,2,False,False,True,0.25,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1194.5,False,True,True,False,False,True
101:57414,101,81,57414,nq,8,1,False,False,True,0.125,3.0,3.0,3.0,3.0,0.0,3.0,4.0,2066.625,False,True,True,False,False,True
101:113447,101,81,113447,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1833.0,False,True,True,False,False,True
101:111293,101,81,111293,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.0,2.0,799.875,False,True,True,False,False,True
101:50760,101,81,50760,nq,8,3,False,False,True,0.375,1.625,1.0,1.0,1.0,0.0,1.625,2.625,1315.875,False,True,True,False,False,True
102:39137,102,81,39137,nq,8,3,False,False,True,0.375,2.875,3.0,3.0,3.0,0.0,3.875,3.875,2566.875,False,True,True,False,False,True
102:48382,102,81,48382,nq,8,2,False,False,True,0.25,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1825.25,False,True,True,False,False,True
103:8652,103,81,8652,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1219.5,False,True,True,False,False,True
103:141369,103,81,141369,hotpotqa,8,5,False,False,True,0.625,2.375,2.0,2.0,2.0,0.0,2.375,3.375,1562.5,False,True,True,False,False,True
103:153401,103,81,153401,hotpotqa,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1880.125,False,True,True,False,False,True
103:41574,103,81,41574,nq,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1327.5,False,True,True,False,False,True
103:81864,103,81,81864,hotpotqa,8,1,False,False,True,0.125,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1869.0,False,True,True,False,False,True
104:57424,104,81,57424,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1374.75,False,True,True,False,False,True
104:74461,104,81,74461,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1443.5,False,True,True,False,False,True
104:121715,104,81,121715,hotpotqa,8,4,False,False,True,0.5,5.5,4.0,4.0,4.0,0.0,5.5,6.5,3006.375,False,True,True,False,False,True
105:151362,105,81,151362,hotpotqa,8,7,False,False,True,0.875,4.0,4.0,4.0,4.0,0.0,4.0,5.0,1982.375,False,True,True,False,False,True
105:137750,105,81,137750,hotpotqa,8,6,False,False,True,0.75,2.0,2.0,2.0,2.0,0.0,4.0,3.0,2306.5,False,True,True,False,False,True
105:163101,105,81,163101,hotpotqa,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1217.125,False,True,True,False,False,True
106:134315,106,81,134315,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1296.625,False,True,True,False,False,True
106:51081,106,81,51081,nq,8,7,False,False,True,0.875,1.125,1.0,1.0,1.0,0.0,1.125,2.125,834.75,False,True,True,False,False,True
106:26842,106,81,26842,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1523.25,False,True,True,False,False,True
106:161984,106,81,161984,hotpotqa,8,6,False,False,True,0.75,2.5,3.0,3.0,3.0,0.0,3.5,3.5,2152.75,False,True,True,False,False,True
106:150414,106,81,150414,hotpotqa,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1810.625,False,True,True,False,False,True
106:48805,106,81,48805,nq,8,2,False,False,True,0.25,1.75,1.0,1.0,1.0,0.0,2.0,2.75,1245.25,False,True,True,False,False,True
106:148132,106,81,148132,hotpotqa,8,2,False,False,True,0.25,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1217.25,False,True,True,False,False,True
107:64598,107,82,64598,nq,8,5,False,False,True,0.625,3.625,4.0,4.0,4.0,0.0,3.625,4.625,2122.0,False,True,True,False,False,True
108:86301,108,82,86301,hotpotqa,8,6,False,False,True,0.75,2.25,2.0,2.0,2.0,0.0,3.25,3.25,2083.25,False,True,True,False,False,True
108:64225,108,82,64225,nq,8,2,False,False,True,0.25,1.25,2.0,2.0,2.0,0.0,1.25,2.25,910.25,False,True,True,False,False,True
108:115006,108,82,115006,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.0,2.0,727.125,False,True,True,False,False,True
109:108628,109,82,108628,hotpotqa,8,6,False,False,True,0.75,1.75,2.0,2.0,2.0,0.0,2.0,2.75,1433.0,False,True,True,False,False,True
109:60667,109,82,60667,nq,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1276.5,False,True,True,False,False,True
109:24632,109,82,24632,nq,8,5,False,False,True,0.625,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1614.875,False,True,True,False,False,True
109:35315,109,82,35315,nq,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2028.125,False,True,True,False,False,True
109:157867,109,82,157867,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1388.625,False,True,True,False,False,True
110:22296,110,82,22296,nq,8,4,False,False,True,0.5,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1211.0,False,True,True,False,False,True
110:55012,110,82,55012,nq,8,4,False,False,True,0.5,2.75,3.0,3.0,3.0,0.0,2.75,3.75,1683.0,False,True,True,False,False,True
110:84842,110,82,84842,hotpotqa,8,6,False,False,True,0.75,1.75,2.0,2.0,2.0,0.0,2.75,2.75,1960.0,False,True,True,False,False,True
110:151870,110,82,151870,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1289.0,False,True,True,False,False,True
110:120641,110,82,120641,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1301.125,False,True,True,False,False,True
110:93958,110,82,93958,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1245.75,False,True,True,False,False,True
111:18402,111,82,18402,nq,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2076.0,False,True,True,False,False,True
111:130665,111,82,130665,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1199.5,False,True,True,False,False,True
111:139788,111,82,139788,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1375.625,False,True,True,False,False,True
111:112707,111,82,112707,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1443.75,False,True,True,False,False,True
111:67417,111,82,67417,nq,8,3,False,False,True,0.375,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1840.25,False,True,True,False,False,True
112:136231,112,82,136231,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1296.25,False,True,True,False,False,True
112:36325,112,82,36325,nq,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1848.125,False,True,True,False,False,True
112:86564,112,82,86564,hotpotqa,8,1,False,False,True,0.125,1.125,2.0,2.0,2.0,0.0,1.125,2.125,847.875,False,True,True,False,False,True
112:148709,112,82,148709,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1266.0,False,True,True,False,False,True
112:36524,112,82,36524,nq,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1282.0,False,True,True,False,False,True
112:155867,112,82,155867,hotpotqa,8,3,False,False,True,0.375,2.625,2.0,2.0,2.0,0.0,2.625,3.625,1619.875,False,True,True,False,False,True
112:14915,112,82,14915,nq,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1065.125,False,True,True,False,False,True
113:51532,113,82,51532,nq,8,4,False,False,True,0.5,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1310.0,False,True,True,False,False,True
115:81707,115,83,81707,hotpotqa,8,7,False,False,True,0.875,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1307.75,False,True,True,False,False,True
115:35669,115,83,35669,nq,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1279.125,False,True,True,False,False,True
116:152173,116,83,152173,hotpotqa,8,5,False,False,True,0.625,3.125,3.0,3.0,3.0,0.0,3.75,4.125,2160.375,False,True,True,False,False,True
118:145512,118,83,145512,hotpotqa,8,4,False,False,True,0.5,3.0,3.0,3.0,3.0,0.0,5.0,4.0,3068.0,False,True,True,False,False,True
119:106044,119,83,106044,hotpotqa,8,4,False,False,True,0.5,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1612.5,False,True,True,False,False,True
119:111861,119,83,111861,hotpotqa,8,6,False,False,True,0.75,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1258.75,False,True,True,False,False,True
120:49327,120,83,49327,nq,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1813.875,False,True,True,False,False,True
120:102908,120,83,102908,hotpotqa,8,5,False,False,True,0.625,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1971.0,False,True,True,False,False,True
120:84212,120,83,84212,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1403.25,False,True,True,False,False,True
121:122034,121,83,122034,hotpotqa,8,5,False,False,True,0.625,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1328.625,False,True,True,False,False,True
121:115208,121,83,115208,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.125,2.0,760.75,False,True,True,False,False,True
121:159178,121,83,159178,hotpotqa,8,1,False,False,True,0.125,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1297.875,False,True,True,False,False,True
122:27844,122,83,27844,nq,8,1,False,False,True,0.125,1.875,1.0,1.0,1.0,0.0,1.875,2.875,1256.625,False,True,True,False,False,True
122:144403,122,83,144403,hotpotqa,8,2,False,False,True,0.25,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1306.75,False,True,True,False,False,True
123:122294,123,83,122294,hotpotqa,8,6,False,False,True,0.75,3.0,3.0,3.0,3.0,0.0,3.0,4.0,1754.75,False,True,True,False,False,True
124:67352,124,83,67352,nq,8,5,False,False,True,0.625,1.375,1.0,1.0,1.0,0.0,1.375,2.375,1009.875,False,True,True,False,False,True
124:102041,124,83,102041,hotpotqa,8,3,False,False,True,0.375,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1238.5,False,True,True,False,False,True
125:17348,125,83,17348,nq,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1640.125,False,True,True,False,False,True
125:99221,125,83,99221,hotpotqa,8,7,False,False,True,0.875,1.0,1.0,1.0,1.0,0.0,1.0,2.0,829.875,False,True,True,False,False,True
125:39578,125,83,39578,nq,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1242.375,False,True,True,False,False,True
126:20220,126,83,20220,nq,8,6,False,False,True,0.75,1.75,2.0,2.0,2.0,0.0,1.75,2.75,1228.25,False,True,True,False,False,True
126:122318,126,83,122318,hotpotqa,8,1,False,False,True,0.125,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1233.0,False,True,True,False,False,True
126:92631,126,83,92631,hotpotqa,8,5,False,False,True,0.625,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1323.125,False,True,True,False,False,True
127:86791,127,83,86791,hotpotqa,8,2,False,False,True,0.25,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1341.0,False,True,True,False,False,True
